CLIENTE,PRODUCTO,PRECIO,CANTIDAD,CIUDAD,VENDEDOR,FECHA,ESTADO,VALOR_VENTA,COMISION,CATEGORIA
Luisa Fernández,Azúcar 1kg,3.53,5,Cartagena,María V.,2025-07-13,Pendiente,17.65,0.88,Alimentos
Diego Ramírez,Azúcar 1kg,2.92,5,Ibagué,Daniela F.,2025-09-23,Cerrado,14.6,0.73,Congelados
Óscar Herrera,Harina 1kg,3.11,1,Cúcuta,Carlos T.,2024-10-30,Cancelado,3.11,0.16,Limpieza
Carlos Pérez,Azúcar 1kg,3.82,3,Medellín,Diego S.,2025-02-18,Cerrado,11.46,0.57,Carnes
María Rodríguez,Harina 1kg,3.54,5,Cali,Andrea C.,2025-02-04,Cerrado,17.7,0.88,Carnes
Diego Ramírez,Azúcar 1kg,3.27,13,Cartagena,Carlos T.,2025-03-01,Cerrado,42.51,2.13,Bebidas
Valentina Silva,Azúcar 1kg,3.0,2,Barranquilla,Carlos T.,2025-08-20,Pendiente,6.0,0.3,Snacks
Isabella Ortiz,Harina 1kg,3.39,13,Cúcuta,Juan L.,2025-04-23,Cerrado,44.07,2.2,Abarrotes
Luisa Fernández,Salsa de tomate 400g,2.11,4,Villavicencio,Juan L.,2025-08-07,Cerrado,8.44,0.42,Alimentos
Laura Mendoza,Yogur 120g,0.74,14,Cali,Daniela F.,2025-01-05,Cancelado,10.36,0.52,Bebidas
Gabriel Navarro,Galletas 200g,1.82,5,Neiva,Natalia M.,2025-06-24,Pendiente,9.1,0.46,Congelados
Isabella Ortiz,Jabón 500g,2.78,1,Cartagena,Santiago Q.,2025-04-01,Cerrado,2.78,0.14,Congelados
María Rodríguez,Salsa de tomate 400g,2.11,15,Neiva,Carlos T.,2025-01-10,Cerrado,31.65,1.58,Carnes
Gabriel Navarro,Leche 1L,3.28,2,Pereira,Santiago Q.,2025-04-12,Cerrado,6.56,0.33,Bebidas
Luisa Fernández,Salsa de tomate 400g,2.02,12,Villavicencio,Luis P.,2024-10-01,Cerrado,24.24,1.21,Abarrotes
Gabriel Navarro,Atún 170g,2.28,5,Medellín,Natalia M.,2025-04-10,Pendiente,11.4,0.57,Alimentos
María Rodríguez,Aceite 1L,8.95,1,Medellín,María V.,2025-08-23,Cerrado,8.95,0.45,Bebidas no alcohólicas
Patricia Morales,Huevos 12u,2.87,13,Bogotá,Daniela F.,2024-12-06,Cerrado,37.31,1.87,Bebidas no alcohólicas
Valentina Silva,Tomate enlatado 400g,1.49,3,Cartagena,Diego S.,2025-05-06,Cancelado,4.47,0.22,Abarrotes
Carlos Pérez,Jabón 500g,2.88,12,Bucaramanga,Carlos T.,2025-04-28,Cerrado,34.56,1.73,Panadería
Carlos Pérez,Aceite 1L,8.62,15,Cartagena,Juan L.,2025-09-22,Cerrado,129.3,6.47,Abarrotes
Valentina Silva,Cereal 300g,4.14,4,Bucaramanga,Natalia M.,2024-12-20,Cerrado,16.56,0.83,Congelados
Juan Gómez,Queso 250g,5.23,2,Neiva,Natalia M.,2024-12-14,Cerrado,10.46,0.52,Snacks
María Rodríguez,Pollo 1kg,8.64,3,Pereira,Camila R.,2025-03-06,Cerrado,25.92,1.3,Bebidas
Gabriel Navarro,Jabón 500g,2.26,5,Pereira,Andrea C.,2025-07-09,Cerrado,11.3,0.57,Bebidas
Cecilia Torres,Tomate enlatado 400g,1.58,2,Ibagué,Juan L.,2024-10-02,Cerrado,3.16,0.16,Lácteos
Jorge Martínez,Yogur 120g,0.77,4,Manizales,Carlos T.,2024-10-10,Cerrado,3.08,0.15,Carnes
Juan Gómez,Mantequilla 200g,4.09,2,Bucaramanga,Camila R.,2024-11-21,Pendiente,8.18,0.41,Lácteos
Óscar Herrera,Huevos 12u,2.67,39,Bogotá,Carlos T.,2025-03-06,Cerrado,104.13,5.21,Bebidas
Cecilia Torres,Cereal 300g,3.46,4,Neiva,Luis P.,2024-12-01,Cerrado,13.84,0.69,Abarrotes
Ana García,Salsa de tomate 400g,2.07,6,Barranquilla,Natalia M.,2024-11-12,Cerrado,12.42,0.62,Lácteos
Luisa Fernández,Detergente 1kg,5.72,5,Cali,Diego S.,2025-06-14,Cerrado,28.6,1.43,Limpieza
Laura Mendoza,Café 250g,5.9,3,Neiva,Natalia M.,2024-11-19,Cerrado,17.7,0.88,Bebidas no alcohólicas
Óscar Herrera,Detergente 1kg,6.47,13,Santa Marta,Diego S.,2024-12-27,Pendiente,84.11,4.21,Lácteos
Patricia Morales,Tomate enlatado 400g,1.6,2,Barranquilla,Andrea C.,2025-03-19,Cerrado,3.2,0.16,Bebidas
Juan Gómez,Cereal 300g,3.43,7,Manizales,Natalia M.,2025-02-23,Cerrado,24.01,1.2,Carnes
Juan Gómez,Queso 250g,4.05,32,Bucaramanga,Natalia M.,2025-04-03,Pendiente,129.6,6.48,Bebidas no alcohólicas
Isabella Ortiz,Huevos 12u,2.44,2,Santa Marta,Camila R.,2025-02-09,Cancelado,4.88,0.24,Lácteos
Sofía López,Salsa de tomate 400g,1.55,3,Pereira,Santiago Q.,2025-07-12,Pendiente,4.65,0.23,Bebidas no alcohólicas
Héctor Suarez,Mantequilla 200g,3.05,4,Barranquilla,Juan L.,2025-09-24,Cerrado,12.2,0.61,Limpieza
Patricia Morales,Yogur 120g,0.93,49,Medellín,Juan L.,2025-07-17,Pendiente,45.57,2.28,Snacks
Patricia Morales,Huevos 12u,2.84,2,Bucaramanga,Carlos T.,2025-04-05,Pendiente,5.68,0.28,Limpieza
María Rodríguez,Pollo 1kg,6.73,3,Cartagena,María V.,2025-08-15,Cancelado,20.19,1.01,Limpieza
Óscar Herrera,Atún 170g,1.82,1,Manizales,Diego S.,2024-11-23,Cancelado,1.82,0.09,Lácteos
Gabriel Navarro,Pasta 500g,1.9,6,Cali,Camila R.,2025-02-10,Cerrado,11.4,0.57,Abarrotes
Diego Ramírez,Harina 1kg,3.74,15,Montería,Andrea C.,2024-10-10,Cerrado,56.1,2.8,Bebidas no alcohólicas
Patricia Morales,Galletas 200g,1.92,1,Montería,María V.,2025-02-11,Cerrado,1.92,0.1,Congelados
Jorge Martínez,Mantequilla 200g,3.14,3,Villavicencio,Carlos T.,2025-06-19,Cerrado,9.42,0.47,Lácteos
Sofía López,Leche 1L,2.24,5,Villavicencio,María V.,2025-02-11,Cerrado,11.2,0.56,Carnes
Carlos Pérez,Jabón 500g,2.2,1,Barranquilla,Carlos T.,2024-11-15,Pendiente,2.2,0.11,Panadería
Patricia Morales,Aceite 1L,7.5,12,Villavicencio,Diego S.,2025-03-26,Pendiente,90.0,4.5,Limpieza
Luisa Fernández,Huevos 12u,2.06,1,Ibagué,Diego S.,2025-09-24,Cerrado,2.06,0.1,Congelados
Ana García,Detergente 1kg,5.98,1,Ibagué,Santiago Q.,2025-08-16,Cerrado,5.98,0.3,Limpieza
Jorge Martínez,Pollo 1kg,6.67,2,Cali,Daniela F.,2025-01-03,Cerrado,13.34,0.67,Carnes
Luisa Fernández,Harina 1kg,2.87,2,Santa Marta,Diego S.,2024-09-27,Cerrado,5.74,0.29,Panadería
Sofía López,Leche 1L,2.8,1,Ibagué,María V.,2024-10-02,Cerrado,2.8,0.14,Bebidas
Isabella Ortiz,Aceite 1L,9.42,4,Bucaramanga,Natalia M.,2025-01-02,Cerrado,37.68,1.88,Bebidas no alcohólicas
Gabriel Navarro,Salsa de tomate 400g,1.68,1,Cartagena,Camila R.,2025-01-28,Cerrado,1.68,0.08,Lácteos
Gabriel Navarro,Pan 500g,1.17,3,Manizales,Santiago Q.,2025-06-02,Pendiente,3.51,0.18,Bebidas no alcohólicas
María Rodríguez,Tomate enlatado 400g,1.23,3,Sincelejo,Santiago Q.,2025-04-26,Cerrado,3.69,0.18,Bebidas
Isabella Ortiz,Pollo 1kg,7.05,4,Montería,Luis P.,2025-07-30,Cerrado,28.2,1.41,Congelados
Jorge Martínez,Jabón 500g,2.98,7,Bucaramanga,Diego S.,2024-12-02,Pendiente,20.86,1.04,Abarrotes
Marta Aguilar,Yogur 120g,0.87,1,Medellín,Juan L.,2025-08-02,Pendiente,0.87,0.04,Limpieza
Laura Mendoza,Atún 170g,2.06,1,Cali,Camila R.,2025-02-11,Cerrado,2.06,0.1,Panadería
Laura Mendoza,Aceite 1L,6.62,7,Sincelejo,Santiago Q.,2025-08-21,Cerrado,46.34,2.32,Panadería
Ana García,Pan 500g,1.0,13,Montería,Andrea C.,2025-02-19,Cerrado,13.0,0.65,Lácteos
Valentina Silva,Leche 1L,2.56,13,Cali,Luis P.,2025-07-22,Pendiente,33.28,1.66,Alimentos
Diego Ramírez,Aceite 1L,8.71,1,Santa Marta,Camila R.,2025-03-30,Cerrado,8.71,0.44,Snacks
Óscar Herrera,Huevos 12u,2.03,1,Ibagué,Luis P.,2024-10-07,Cerrado,2.03,0.1,Panadería
Cecilia Torres,Harina 1kg,2.88,1,Medellín,Natalia M.,2025-04-18,Cerrado,2.88,0.14,Limpieza
Óscar Herrera,Harina 1kg,3.13,15,Neiva,Juan L.,2025-07-15,Cerrado,46.95,2.35,Carnes
Ana García,Café 250g,4.84,2,Montería,Daniela F.,2025-03-10,Pendiente,9.68,0.48,Alimentos
Carlos Pérez,Pasta 500g,1.64,14,Santa Marta,María V.,2025-06-14,Cerrado,22.96,1.15,Lácteos
Jorge Martínez,Tomate enlatado 400g,1.52,1,Bogotá,Diego S.,2025-06-21,Cerrado,1.52,0.08,Congelados
Laura Mendoza,Azúcar 1kg,2.98,5,Villavicencio,Luis P.,2025-06-06,Pendiente,14.9,0.75,Carnes
Patricia Morales,Jabón 500g,2.31,8,Medellín,Andrea C.,2025-07-20,Pendiente,18.48,0.92,Snacks
Valentina Silva,Atún 170g,1.93,7,Manizales,Natalia M.,2025-07-10,Cerrado,13.51,0.68,Alimentos
Andrés Díaz,Jabón 500g,2.33,4,Cúcuta,María V.,2025-05-23,Cerrado,9.32,0.47,Alimentos
Juan Gómez,Azúcar 1kg,3.09,5,Bucaramanga,Andrea C.,2024-11-30,Cerrado,15.45,0.77,Limpieza
Carlos Pérez,Tomate enlatado 400g,1.51,4,Villavicencio,Daniela F.,2024-12-29,Cerrado,6.04,0.3,Abarrotes
Jorge Martínez,Cereal 300g,3.95,9,Cartagena,Juan L.,2025-02-23,Cerrado,35.55,1.78,Carnes
María Rodríguez,Atún 170g,2.3,4,Santa Marta,Carlos T.,2024-12-09,Cerrado,9.2,0.46,Alimentos
Sofía López,Mantequilla 200g,3.4,5,Manizales,Camila R.,2025-01-18,Pendiente,17.0,0.85,Congelados
Juan Gómez,Arroz 1kg,3.79,5,Pereira,Luis P.,2025-07-20,Cancelado,18.95,0.95,Carnes
Luisa Fernández,Salsa de tomate 400g,1.75,3,Cartagena,Santiago Q.,2025-01-02,Cerrado,5.25,0.26,Congelados
Gabriel Navarro,Yogur 120g,0.65,1,Cali,Natalia M.,2025-08-05,Cerrado,0.65,0.03,Panadería
Luisa Fernández,Aceite 1L,6.84,3,Montería,Juan L.,2025-09-14,Cerrado,20.52,1.03,Congelados
Marta Aguilar,Huevos 12u,2.48,2,Bucaramanga,Santiago Q.,2025-05-16,Pendiente,4.96,0.25,Abarrotes
Patricia Morales,Harina 1kg,3.3,1,Manizales,Juan L.,2025-09-03,Cancelado,3.3,0.16,Bebidas
Ricardo Castro,Salsa de tomate 400g,1.7,7,Bogotá,Luis P.,2025-06-18,Cerrado,11.9,0.6,Panadería
Gabriel Navarro,Azúcar 1kg,2.81,5,Ibagué,Diego S.,2024-10-21,Cerrado,14.05,0.7,Limpieza
María Rodríguez,Leche 1L,2.44,1,Neiva,Camila R.,2024-12-21,Cerrado,2.44,0.12,Panadería
Diego Ramírez,Jabón 500g,2.52,4,Cúcuta,Carlos T.,2025-01-22,Cerrado,10.08,0.5,Panadería
Gabriel Navarro,Pasta 500g,1.6,3,Manizales,Santiago Q.,2024-10-17,Cerrado,4.8,0.24,Abarrotes
María Rodríguez,Tomate enlatado 400g,1.35,1,Villavicencio,Luis P.,2024-10-12,Cerrado,1.35,0.07,Lácteos
Isabella Ortiz,Café 250g,5.26,4,Sincelejo,María V.,2025-01-04,Cerrado,21.04,1.05,Limpieza
Cecilia Torres,Jabón 500g,2.01,5,Cali,Camila R.,2025-07-11,Pendiente,10.05,0.5,Bebidas no alcohólicas
Isabella Ortiz,Arroz 1kg,3.54,5,Santa Marta,Andrea C.,2025-07-24,Cerrado,17.7,0.88,Bebidas
Ricardo Castro,Aceite 1L,8.11,5,Montería,Daniela F.,2025-03-25,Cerrado,40.55,2.03,Limpieza
Carlos Pérez,Cereal 300g,4.38,13,Barranquilla,Luis P.,2024-11-12,Cerrado,56.94,2.85,Lácteos
Patricia Morales,Queso 250g,4.09,1,Cartagena,Natalia M.,2025-01-31,Cerrado,4.09,0.2,Congelados
Óscar Herrera,Mantequilla 200g,3.69,2,Bogotá,Carlos T.,2024-10-08,Cerrado,7.38,0.37,Abarrotes
Héctor Suarez,Detergente 1kg,6.79,39,Sincelejo,Daniela F.,2025-06-07,Cerrado,264.81,13.24,Abarrotes
María Rodríguez,Pan 500g,1.43,3,Medellín,Carlos T.,2025-06-15,Cerrado,4.29,0.21,Congelados
Diego Ramírez,Mantequilla 200g,4.19,1,Cali,Juan L.,2025-06-25,Cerrado,4.19,0.21,Carnes
Juan Gómez,Arroz 1kg,4.63,1,Villavicencio,María V.,2025-07-05,Cerrado,4.63,0.23,Carnes
Sofía López,Atún 170g,2.12,5,Bogotá,Carlos T.,2025-04-14,Cerrado,10.6,0.53,Bebidas
Sofía López,Aceite 1L,7.96,1,Bogotá,Diego S.,2025-06-27,Cerrado,7.96,0.4,Carnes
María Rodríguez,Detergente 1kg,4.86,2,Manizales,María V.,2024-11-19,Cerrado,9.72,0.49,Bebidas no alcohólicas
Isabella Ortiz,Pan 500g,1.42,8,Cúcuta,María V.,2025-02-01,Cerrado,11.36,0.57,Lácteos
Carlos Pérez,Harina 1kg,4.07,2,Cúcuta,Daniela F.,2024-11-19,Cerrado,8.14,0.41,Alimentos
Cecilia Torres,Salsa de tomate 400g,2.13,4,Ibagué,Andrea C.,2024-10-06,Cerrado,8.52,0.43,Alimentos
Andrés Díaz,Harina 1kg,2.96,6,Cúcuta,Carlos T.,2025-06-19,Cerrado,17.76,0.89,Bebidas
Gabriel Navarro,Pasta 500g,1.99,4,Montería,Luis P.,2025-07-08,Cerrado,7.96,0.4,Abarrotes
Héctor Suarez,Arroz 1kg,4.79,5,Cúcuta,Luis P.,2025-06-17,Pendiente,23.95,1.2,Bebidas no alcohólicas
Felipe Rojas,Atún 170g,1.94,1,Medellín,Natalia M.,2025-04-28,Pendiente,1.94,0.1,Alimentos
Jorge Martínez,Galletas 200g,2.32,5,Cali,María V.,2025-06-17,Cerrado,11.6,0.58,Lácteos
María Rodríguez,Detergente 1kg,6.7,14,Bucaramanga,Luis P.,2025-08-13,Cerrado,93.8,4.69,Snacks
Sofía López,Galletas 200g,2.33,4,Sincelejo,Juan L.,2025-05-25,Cerrado,9.32,0.47,Limpieza
Óscar Herrera,Jabón 500g,2.78,2,Santa Marta,Santiago Q.,2024-12-02,Cerrado,5.56,0.28,Carnes
Andrés Díaz,Jabón 500g,2.32,4,Cartagena,Diego S.,2025-01-07,Cerrado,9.28,0.46,Alimentos
Jorge Martínez,Aceite 1L,8.16,10,Cali,Camila R.,2025-07-20,Pendiente,81.6,4.08,Lácteos
Carlos Pérez,Aceite 1L,6.58,4,Medellín,Andrea C.,2025-09-19,Cerrado,26.32,1.32,Alimentos
Gabriel Navarro,Harina 1kg,3.86,1,Bogotá,Santiago Q.,2024-10-07,Cerrado,3.86,0.19,Bebidas no alcohólicas
Valentina Silva,Cereal 300g,4.66,1,Bucaramanga,Juan L.,2025-02-26,Cerrado,4.66,0.23,Limpieza
Laura Mendoza,Yogur 120g,0.67,6,Cúcuta,Luis P.,2025-01-31,Pendiente,4.02,0.2,Limpieza
Carlos Pérez,Queso 250g,5.12,3,Medellín,Carlos T.,2024-12-28,Cerrado,15.36,0.77,Snacks
Carlos Pérez,Yogur 120g,0.66,1,Sincelejo,Diego S.,2025-05-17,Pendiente,0.66,0.03,Lácteos
María Rodríguez,Atún 170g,2.16,1,Bogotá,Luis P.,2025-09-04,Cerrado,2.16,0.11,Carnes
Valentina Silva,Aceite 1L,7.95,12,Bucaramanga,Camila R.,2025-08-01,Cerrado,95.4,4.77,Lácteos
Sofía López,Aceite 1L,8.15,9,Medellín,Andrea C.,2025-05-29,Cerrado,73.35,3.67,Congelados
Diego Ramírez,Queso 250g,4.84,2,Montería,Juan L.,2024-12-05,Cancelado,9.68,0.48,Carnes
Felipe Rojas,Tomate enlatado 400g,1.46,12,Villavicencio,Camila R.,2024-10-27,Cancelado,17.52,0.88,Carnes
Luisa Fernández,Leche 1L,2.92,3,Pereira,Diego S.,2025-06-09,Cerrado,8.76,0.44,Abarrotes
Óscar Herrera,Café 250g,6.5,3,Santa Marta,Carlos T.,2025-01-12,Cerrado,19.5,0.98,Congelados
Andrés Díaz,Pan 500g,1.39,11,Villavicencio,María V.,2025-04-15,Cerrado,15.29,0.76,Congelados
Ana García,Galletas 200g,2.11,3,Manizales,Santiago Q.,2025-05-16,Cerrado,6.33,0.32,Lácteos
Carlos Pérez,Detergente 1kg,4.99,3,Pereira,Camila R.,2025-09-23,Cerrado,14.97,0.75,Alimentos
Ricardo Castro,Atún 170g,2.41,2,Cali,Daniela F.,2025-01-24,Cerrado,4.82,0.24,Bebidas no alcohólicas
Ricardo Castro,Salsa de tomate 400g,2.16,5,Montería,Daniela F.,2025-09-20,Cancelado,10.8,0.54,Alimentos
Sofía López,Café 250g,6.61,10,Villavicencio,Carlos T.,2025-05-18,Cerrado,66.1,3.3,Congelados
Sofía López,Pan 500g,1.02,32,Villavicencio,Daniela F.,2024-11-26,Cerrado,32.64,1.63,Congelados
Sofía López,Pasta 500g,1.64,10,Manizales,Juan L.,2025-01-21,Cancelado,16.4,0.82,Bebidas no alcohólicas
Sofía López,Café 250g,6.7,5,Barranquilla,Santiago Q.,2025-06-10,Cerrado,33.5,1.68,Abarrotes
Laura Mendoza,Salsa de tomate 400g,1.76,2,Cartagena,Natalia M.,2025-03-31,Cancelado,3.52,0.18,Snacks
Jorge Martínez,Harina 1kg,3.27,6,Santa Marta,Andrea C.,2025-06-27,Cerrado,19.62,0.98,Alimentos
Óscar Herrera,Tomate enlatado 400g,1.68,5,Manizales,Camila R.,2024-12-09,Cerrado,8.4,0.42,Carnes
Patricia Morales,Huevos 12u,2.64,2,Santa Marta,Luis P.,2025-03-13,Cerrado,5.28,0.26,Bebidas no alcohólicas
Diego Ramírez,Queso 250g,5.06,5,Bogotá,Daniela F.,2025-05-27,Cerrado,25.3,1.27,Carnes
Sofía López,Tomate enlatado 400g,1.44,9,Montería,Carlos T.,2025-05-02,Cerrado,12.96,0.65,Alimentos
Juan Gómez,Mantequilla 200g,4.27,28,Barranquilla,Santiago Q.,2024-11-14,Cerrado,119.56,5.98,Congelados
Diego Ramírez,Detergente 1kg,6.24,5,Medellín,Andrea C.,2024-10-15,Pendiente,31.2,1.56,Congelados
Juan Gómez,Arroz 1kg,3.58,3,Pereira,Natalia M.,2025-03-12,Cerrado,10.74,0.54,Carnes
Sofía López,Galletas 200g,1.71,32,Cartagena,Carlos T.,2025-06-26,Cerrado,54.72,2.74,Carnes
Andrés Díaz,Café 250g,5.15,5,Montería,Santiago Q.,2025-06-20,Cerrado,25.75,1.29,Congelados
María Rodríguez,Queso 250g,4.69,2,Santa Marta,Juan L.,2024-12-25,Pendiente,9.38,0.47,Abarrotes
Diego Ramírez,Café 250g,5.24,4,Cali,Santiago Q.,2024-11-01,Cerrado,20.96,1.05,Bebidas
Óscar Herrera,Yogur 120g,0.71,9,Neiva,Juan L.,2025-01-06,Cerrado,6.39,0.32,Abarrotes
Valentina Silva,Pasta 500g,1.52,1,Medellín,Camila R.,2025-04-28,Cerrado,1.52,0.08,Panadería
Diego Ramírez,Café 250g,5.13,12,Cúcuta,Camila R.,2025-02-12,Cerrado,61.56,3.08,Bebidas
Jorge Martínez,Cereal 300g,3.97,4,Cartagena,Daniela F.,2025-09-25,Cerrado,15.88,0.79,Panadería
María Rodríguez,Jabón 500g,2.61,1,Sincelejo,Carlos T.,2025-02-15,Cerrado,2.61,0.13,Bebidas no alcohólicas
Felipe Rojas,Arroz 1kg,3.49,2,Medellín,Daniela F.,2024-11-06,Pendiente,6.98,0.35,Limpieza
Felipe Rojas,Café 250g,6.01,4,Pereira,Juan L.,2024-12-26,Cerrado,24.04,1.2,Lácteos
Ana García,Leche 1L,2.75,5,Santa Marta,Santiago Q.,2025-07-12,Cerrado,13.75,0.69,Alimentos
Marta Aguilar,Leche 1L,3.2,2,Sincelejo,Juan L.,2025-09-22,Pendiente,6.4,0.32,Alimentos
Luisa Fernández,Mantequilla 200g,3.18,1,Cartagena,Daniela F.,2025-02-04,Cerrado,3.18,0.16,Limpieza
Carlos Pérez,Pan 500g,1.21,3,Cali,Daniela F.,2025-02-23,Pendiente,3.63,0.18,Snacks
Luisa Fernández,Salsa de tomate 400g,1.45,4,Medellín,Santiago Q.,2025-07-05,Cancelado,5.8,0.29,Snacks
Ana García,Cereal 300g,4.62,11,Pereira,Camila R.,2025-06-13,Cerrado,50.82,2.54,Lácteos
Marta Aguilar,Aceite 1L,6.6,15,Pereira,Carlos T.,2025-09-10,Cerrado,99.0,4.95,Carnes
Ana García,Cereal 300g,4.61,4,Villavicencio,Camila R.,2025-05-08,Pendiente,18.44,0.92,Bebidas no alcohólicas
Patricia Morales,Jabón 500g,2.94,2,Medellín,Andrea C.,2024-12-29,Cerrado,5.88,0.29,Limpieza
Óscar Herrera,Pan 500g,1.37,37,Cúcuta,Camila R.,2025-06-25,Cerrado,50.69,2.53,Snacks
Gabriel Navarro,Cereal 300g,4.07,6,Cúcuta,Daniela F.,2025-09-04,Cerrado,24.42,1.22,Carnes
Felipe Rojas,Yogur 120g,0.79,5,Cúcuta,María V.,2025-06-19,Cerrado,3.95,0.2,Carnes
Andrés Díaz,Jabón 500g,2.12,3,Santa Marta,Natalia M.,2025-07-24,Cerrado,6.36,0.32,Abarrotes
Ricardo Castro,Cereal 300g,3.67,1,Sincelejo,Diego S.,2025-05-03,Cerrado,3.67,0.18,Abarrotes
Sofía López,Tomate enlatado 400g,1.34,4,Pereira,Andrea C.,2024-11-24,Pendiente,5.36,0.27,Alimentos
Felipe Rojas,Yogur 120g,0.74,15,Bucaramanga,Carlos T.,2024-11-25,Cerrado,11.1,0.56,Panadería
Cecilia Torres,Salsa de tomate 400g,1.6,1,Santa Marta,Santiago Q.,2025-02-25,Cerrado,1.6,0.08,Carnes
Laura Mendoza,Jabón 500g,2.76,1,Neiva,Juan L.,2024-11-26,Cerrado,2.76,0.14,Limpieza
Isabella Ortiz,Café 250g,5.6,12,Manizales,Natalia M.,2024-11-25,Cerrado,67.2,3.36,Bebidas no alcohólicas
María Rodríguez,Salsa de tomate 400g,1.6,2,Sincelejo,Luis P.,2025-03-22,Cerrado,3.2,0.16,Snacks
Óscar Herrera,Huevos 12u,2.51,10,Montería,Carlos T.,2024-10-26,Pendiente,25.1,1.26,Limpieza
Isabella Ortiz,Salsa de tomate 400g,2.14,2,Bucaramanga,Diego S.,2024-11-30,Cerrado,4.28,0.21,Snacks
Carlos Pérez,Arroz 1kg,4.09,42,Bogotá,Camila R.,2025-06-06,Cerrado,171.78,8.59,Alimentos
Óscar Herrera,Café 250g,5.2,3,Bogotá,Andrea C.,2024-11-13,Cerrado,15.6,0.78,Lácteos
Jorge Martínez,Mantequilla 200g,4.32,2,Cali,Juan L.,2024-11-19,Cerrado,8.64,0.43,Panadería
Carlos Pérez,Tomate enlatado 400g,1.63,3,Pereira,Diego S.,2025-02-13,Cerrado,4.89,0.24,Bebidas no alcohólicas
Jorge Martínez,Pasta 500g,1.92,7,Bogotá,María V.,2025-06-09,Cancelado,13.44,0.67,Carnes
Ricardo Castro,Pasta 500g,2.06,5,Santa Marta,Juan L.,2025-02-23,Cerrado,10.3,0.52,Carnes
Andrés Díaz,Arroz 1kg,3.48,3,Bucaramanga,Natalia M.,2025-04-02,Cerrado,10.44,0.52,Alimentos
Juan Gómez,Galletas 200g,2.19,5,Sincelejo,Carlos T.,2024-10-27,Cerrado,10.95,0.55,Alimentos
Jorge Martínez,Pasta 500g,1.87,4,Villavicencio,Natalia M.,2025-04-29,Cerrado,7.48,0.37,Alimentos
Carlos Pérez,Mantequilla 200g,3.6,2,Neiva,Daniela F.,2025-09-10,Cerrado,7.2,0.36,Bebidas
Marta Aguilar,Queso 250g,4.2,5,Sincelejo,Santiago Q.,2024-11-04,Cerrado,21.0,1.05,Alimentos
Gabriel Navarro,Yogur 120g,0.94,1,Pereira,Camila R.,2025-02-22,Cerrado,0.94,0.05,Abarrotes
Luisa Fernández,Azúcar 1kg,2.59,3,Pereira,Camila R.,2025-02-20,Cancelado,7.77,0.39,Congelados
María Rodríguez,Harina 1kg,3.87,4,Bogotá,María V.,2024-10-20,Cancelado,15.48,0.77,Snacks
Ricardo Castro,Azúcar 1kg,3.75,14,Cartagena,María V.,2024-09-26,Cerrado,52.5,2.62,Bebidas no alcohólicas
Cecilia Torres,Café 250g,5.5,21,Ibagué,Daniela F.,2024-11-02,Cerrado,115.5,5.78,Panadería
Patricia Morales,Yogur 120g,0.78,5,Bucaramanga,Camila R.,2025-03-18,Cerrado,3.9,0.2,Panadería
Patricia Morales,Pollo 1kg,6.26,5,Bogotá,Camila R.,2025-01-10,Cerrado,31.3,1.57,Bebidas no alcohólicas
Óscar Herrera,Harina 1kg,3.48,1,Barranquilla,Luis P.,2025-07-13,Cerrado,3.48,0.17,Alimentos
Carlos Pérez,Yogur 120g,0.68,3,Pereira,Diego S.,2024-11-04,Cerrado,2.04,0.1,Lácteos
Héctor Suarez,Harina 1kg,3.85,13,Sincelejo,Andrea C.,2024-11-04,Pendiente,50.05,2.5,Congelados
María Rodríguez,Huevos 12u,2.8,6,Medellín,Luis P.,2025-05-20,Cerrado,16.8,0.84,Carnes
Patricia Morales,Yogur 120g,0.79,1,Montería,Andrea C.,2024-11-11,Cerrado,0.79,0.04,Bebidas no alcohólicas
Carlos Pérez,Azúcar 1kg,2.91,2,Villavicencio,Camila R.,2025-01-04,Cerrado,5.82,0.29,Congelados
Cecilia Torres,Aceite 1L,7.13,5,Cartagena,Santiago Q.,2025-01-02,Cerrado,35.65,1.78,Carnes
Carlos Pérez,Salsa de tomate 400g,1.88,1,Sincelejo,Luis P.,2024-10-07,Cancelado,1.88,0.09,Carnes
Ana García,Pollo 1kg,6.44,15,Cúcuta,Santiago Q.,2024-09-29,Cerrado,96.6,4.83,Limpieza
Valentina Silva,Huevos 12u,2.88,1,Ibagué,Juan L.,2024-11-20,Cerrado,2.88,0.14,Limpieza
Ana García,Tomate enlatado 400g,1.26,3,Sincelejo,Luis P.,2024-12-24,Cerrado,3.78,0.19,Bebidas
Óscar Herrera,Leche 1L,2.88,2,Montería,Andrea C.,2025-07-30,Cerrado,5.76,0.29,Congelados
Marta Aguilar,Salsa de tomate 400g,1.69,4,Bogotá,Andrea C.,2025-08-18,Cerrado,6.76,0.34,Bebidas no alcohólicas
Felipe Rojas,Leche 1L,2.41,4,Cartagena,Daniela F.,2025-08-10,Cerrado,9.64,0.48,Congelados
Cecilia Torres,Cereal 300g,3.7,2,Bucaramanga,Luis P.,2024-12-12,Cerrado,7.4,0.37,Snacks
Gabriel Navarro,Yogur 120g,0.86,5,Bucaramanga,Natalia M.,2025-07-22,Cerrado,4.3,0.22,Bebidas no alcohólicas
Andrés Díaz,Yogur 120g,0.69,1,Pereira,Santiago Q.,2024-12-23,Cerrado,0.69,0.03,Limpieza
